sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,customerNo,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,rCount,bMinPriceVariance,bMaxPriceVariance,bMeanVariance,cMeanVariance,order
164,18,7,236.994,12,3.99,39.99,224.88,12,3.99,39.99,224.88,?,y,completely orderable,25121,600,531,75,3,53,2,7,1,21.1728395062,21.1728395062,21.1728395062,21.1728395062,1
165,18,7,2826.216,32,14.99,59.99,995.62,3,14.99,59.99,109.97,5,y,completely orderable,?,?,?,?,?,?,?,?,1,43.75,43.75,43.75,43.75,1
166,18,7,2857.985,25,19.99,599,908.88,3,19.99,19.99,59.97,?,y,completely orderable,25122,800,502,21,2,37,2,23,1,0,0,0,0,1
167,18,7,1927.754,40,7.99,24.99,582.64,5,9.99,24.99,91.95,?,?,?,25123,4000,519,53,12,25,1,103,1,0,0,0,0,0
168,18,7,2448.258,65,3.99,99.95,868.39,12,3.99,29.99,163.88,?,y,completely orderable,25124,600,614,147,6,39,2,30,1,4.109375,4.109375,4.109375,4.109375,1
169,18,7,909.428,12,4.99,79.95,409.73,3,79.95,79.95,79.95,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
170,18,7,13.798,3,49.99,49.99,149.97,1,49.99,49.99,49.99,?,?,?,25125,2500,450,192,0,43,1,66,0,0,0,0,0,0
171,18,7,847.663,11,9.99,34.99,314.89,1,29.99,29.99,29.99,?,y,completely orderable,25126,1700,596,122,11,58,1,83,0,0,0,0,0,1
172,18,7,2742.506,36,10.99,49.99,414.8,2,10.99,14.99,25.98,?,y,completely orderable,25127,600,70,18,2,28,2,391,1,0,0,0,0,0
173,18,7,758.186,22,1,29.99,258.93,2,5,29.99,34.99,?,?,?,25128,2300,524,207,16,31,2,61,1,156.125025,156.125025,156.125025,156.125025,0
174,18,7,3067.637,53,4.99,59.95,833.46,9,7.99,29.99,131.92,5,y,completely orderable,25129,1000,483,57,12,29,2,139,1,0,0,0,0,1
175,18,7,152.095,7,3.99,29.99,99.93,7,3.99,29.99,99.93,?,y,completely orderable,25130,1100,511,160,4,39,2,82,1,61.5555555556,61.5555555556,61.5555555556,61.5555555556,1
176,18,7,3472.616,12,3.99,449.99,1037.88,5,3.99,449.99,503.95,5,y,completely orderable,25131,2000,509,209,17,51,1,12,1,14640.2176,14640.2176,14640.2176,14640.2176,1
177,18,7,6410.612,60,9.99,170,3242.7,5,9.99,39.99,107.95,1,y,completely orderable,25132,800,482,51,15,27,2,31,1,16,16,16,16,0
178,18,7,1968.652,28,59,75.95,311.95,1,59,59,59,5,y,completely orderable,25133,3700,492,223,20,55,2,5,0,0,0,0,0,1
179,18,7,365.721,3,9.99,24.99,59.97,1,24.99,24.99,24.99,4,y,completely orderable,25134,8500,523,168,113,39,2,8,0,0,0,0,0,0
180,18,7,828.032,20,12.99,99.95,469.7,16,12.99,99.95,410.74,3,y,completely orderable,25135,2700,564,219,12,45,2,84,1,9.2461355529,9.2461355529,9.2461355529,9.2461355529,0
181,18,7,2050.837,78,9.99,89.95,3287.94,7,14.99,49.95,258.85,5,y,completely orderable,25136,300,533,7,0,29,2,19,1,105.8131313609,105.8131313609,105.8131313609,105.8131313609,1
182,18,7,135.617,3,49.99,49.99,149.97,1,49.99,49.99,49.99,5,y,completely orderable,25137,2900,568,250,21,46,2,10,0,0,0,0,0,1
183,18,7,2421.574,165,9.99,199,10093.09,8,49.95,79.95,499.6,5,y,completely orderable,25138,4000,538,203,22,50,1,7,1,13.8888888889,13.8888888889,13.8888888889,13.8888888889,1
184,18,7,122.945,7,19.99,49.99,244.93,1,34.99,34.99,34.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
185,18,7,3954.081,95,1,9.99,360.27,6,2.99,8.39,27.36,5,y,completely orderable,?,?,?,?,?,?,?,?,1,2.4099173554,2.4099173554,2.4099173554,2.4099173554,1
186,18,7,798.702,38,14.99,59.95,1013.39,13,14.99,59.95,347.79,?,y,completely orderable,25139,2100,516,157,5,35,2,69,1,212.5305467128,212.5305467128,212.5305467128,212.5305467128,1
187,18,7,691.828,8,24.99,199.99,981.93,1,89.99,89.99,89.99,?,?,?,25140,300,425,198,4,46,2,28,0,0,0,0,0,0
188,18,7,4643.575,200,2.99,29.99,1812.06,10,3.99,29.99,134.91,5,y,completely orderable,25141,4000,542,185,12,41,2,40,1,11.6099773243,11.6099773243,11.6099773243,11.6099773243,1
189,18,7,3557.598,33,14.9,39.95,769.79,1,39.95,39.95,39.95,1,y,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
190,18,7,636.816,49,8.99,39.99,1074.51,30,8.99,39.99,678.7,?,y,completely orderable,25142,1300,70,207,1,46,2,311,1,0.024375,0.024375,0.024375,0.024375,1
191,18,7,795.45,15,7,39.99,203.95,1,15,15,15,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
192,18,7,591.008,10,19.99,29.99,229.9,2,19.99,29.99,49.98,3,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
193,18,7,602.443,20,9.99,19.99,297.81,5,9.99,19.99,75.95,?,y,completely orderable,25143,4000,568,298,3,51,2,57,1,9.8765432099,9.8765432099,9.8765432099,9.8765432099,1
194,18,7,18236.918,20,4.95,119.99,446.83,7,5.99,16.99,85.93,2,y,completely orderable,?,?,?,?,?,?,?,?,1,18,18,18,18,0
195,18,7,475.711,4,229.99,699.99,1859.96,2,229.99,699.99,929.98,?,y,completely orderable,25144,300,476,3,1,50,1,103,1,24160.9375,24160.9375,24160.9375,24160.9375,1
196,18,7,131.18,5,12.99,17.95,69.91,2,12.99,12.99,25.98,?,y,completely orderable,25145,800,70,48,0,45,1,263,1,0,0,0,0,1
197,18,7,12316.313,66,0.99,169.99,3801.26,7,3.99,169.99,319.93,5,y,completely orderable,25146,300,550,85,3,68,1,137,1,302.1775147929,302.1775147929,302.1775147929,302.1775147929,1
198,18,7,1504.338,19,14.99,17.99,225.86,3,14.99,17.99,47.97,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
199,18,7,7753.943,8,1,20,65,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
200,18,7,395.345,11,9.99,39.99,201.85,10,9.99,39.99,185.9,?,y,completely orderable,25147,5000,557,183,10,48,1,13,1,58.1224489796,58.1224489796,58.1224489796,58.1224489796,1
201,18,7,552.884,19,39.99,150,1279.46,1,39.99,39.99,39.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
202,18,7,742.881,11,399.99,559.99,4419.91,1,499.99,499.99,499.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
203,18,7,515.573,15,19.99,24.99,275.88,2,19.99,24.99,44.98,?,?,?,25148,600,496,143,3,39,2,12,1,0,0,0,0,0
204,18,7,1290.537,11,1,59.95,194.82,5,3.99,59.95,68.93,5,n,completely orderable,25149,1200,543,83,21,25,2,90,1,147.016176,147.016176,147.016176,147.016176,1
205,18,7,254.717,3,99.99,139.99,339.97,1,99.99,99.99,99.99,4,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
206,18,7,2993.198,97,4.9,79.99,1020.62,19,6.99,79.99,359.81,?,y,completely orderable,25150,4000,614,192,9,45,1,196,1,0,0,0,0,1
207,18,7,4275.754,20,14.99,64.99,379.87,5,14.99,64.99,140.95,5,y,completely orderable,?,?,?,?,?,?,?,?,1,4.854442344,4.854442344,4.854442344,4.854442344,1
208,18,7,289.664,3,19.99,22.99,65.97,1,22.99,22.99,22.99,?,y,completely orderable,25151,300,557,2,1,50,2,71,0,0,0,0,0,1
209,18,7,403.707,5,19.99,249.99,519.96,1,19.99,19.99,19.99,?,?,?,25152,800,575,72,3,42,2,45,0,0,0,0,0,0
210,18,7,5531.476,127,1,27.99,991.8,9,5,10,70,?,y,completely orderable,25153,2500,526,111,24,33,2,33,1,0,0,0,0,1
211,18,7,4447.623,40,9.99,79.95,1144.58,7,9.99,59.99,199.93,5,y,completely orderable,?,?,?,?,?,?,?,?,1,491.8639053254,491.8639053254,491.8639053254,491.8639053254,1
212,18,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
213,18,7,6286.582,158,5,69.99,3383.96,8,9.99,29.99,164.74,3,y,completely orderable,20844,4000,508,105,10,35,2,7,1,2.16,2.16,2.16,2.16,1
214,18,7,734.288,10,17.99,49.99,223.9,3,17.99,19.99,57.97,5,y,completely orderable,16321,800,571,216,5,57,1,80,1,0.8163265306,0.8163265306,0.8163265306,0.8163265306,1
215,18,7,5819.204,23,7.99,44.99,549.77,9,9.99,44.99,247.91,3,y,completely orderable,25154,12000,529,124,17,51,2,67,1,76.3213296399,76.3213296399,76.3213296399,76.3213296399,0
216,18,7,3801.425,31,199.99,599.99,12529.69,4,399.99,449.99,1749.96,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
217,18,7,410.628,4,49.99,49.99,199.96,2,49.99,49.99,99.98,?,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
218,18,7,1978.728,7,7.99,79.99,205.98,2,7.99,59,66.99,?,y,completely orderable,25155,1500,480,9,2,46,2,71,1,637.2294122449,637.2294122449,637.2294122449,637.2294122449,1
219,18,7,548.739,7,29.95,85,324.87,1,49.99,49.99,49.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
220,18,7,572.365,12,129.99,149.99,1759.88,1,149.99,149.99,149.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
221,18,7,181.561,4,139.99,249.99,639.97,1,249.99,249.99,249.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
222,18,7,292.315,4,59.95,59.95,239.8,1,59.95,59.95,59.95,?,y,completely orderable,25156,1000,444,19,6,29,1,13,0,0,0,0,0,1
223,18,7,47.391,2,299.99,299.99,599.98,1,299.99,299.99,299.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
224,18,7,62.151,4,19.99,19.99,79.96,1,19.99,19.99,19.99,?,?,?,25157,900,538,72,3,47,1,71,0,0,0,0,0,0
225,18,7,1013.94,3,14.99,44.99,104.97,1,44.99,44.99,44.99,?,y,completely orderable,25158,900,70,44,1,48,1,538,0,0,0,0,0,1
226,18,7,177.852,3,149,149,298,1,149,149,149,?,y,completely orderable,25159,500,471,17,8,42,1,25,0,0,0,0,0,1
227,18,7,2529.641,34,29.99,389.99,2544.5,6,34.99,99.99,344.9,?,y,completely orderable,25160,1700,552,155,8,42,2,253,1,16.8367346939,16.8367346939,16.8367346939,16.8367346939,1
228,18,7,786.812,13,7.49,12.99,127.37,3,8.99,12.99,30.97,?,y,completely orderable,25161,4000,525,221,8,43,2,15,1,0,0,0,0,1
229,18,7,120.399,3,62.99,62.99,125.98,1,62.99,62.99,62.99,5,y,completely orderable,25162,2200,511,223,6,51,2,12,0,0,0,0,0,1
230,18,7,3355.729,16,9.99,59.99,269.91,5,9.99,29.99,99.95,5,y,completely orderable,25163,4000,598,324,28,52,2,9,1,2.5623268698,2.5623268698,2.5623268698,2.5623268698,1
231,18,7,179.863,9,49.99,49.99,449.91,1,49.99,49.99,49.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
232,18,7,856.201,2,29.99,29.99,59.98,1,29.99,29.99,29.99,4,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
233,18,7,1228.721,22,9.99,89.99,759.8,2,9.99,9.99,19.98,?,y,completely orderable,25164,500,557,38,1,27,1,83,1,0,0,0,0,1
234,18,7,785.756,3,89.99,89.99,269.97,2,89.99,89.99,179.98,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
235,18,7,156.624,6,13.99,15.99,88.97,1,13.99,13.99,13.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
236,18,7,1874.175,41,3.99,549.99,1029.67,5,3.99,22.99,71.91,5,y,completely orderable,?,?,?,?,?,?,?,?,1,1.97215226305253E-31,1.97215226305253E-31,1.97215226305253E-31,1.97215226305253E-31,1
237,18,7,224.458,3,9.99,9.99,19.98,1,9.99,9.99,9.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
238,18,7,1593.125,21,9.99,12.99,210.81,4,9.99,12.99,45.96,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0.56,0.56,0.56,0.56,1
239,18,7,183.916,2,699,699,1398,1,699,699,699,5,y,completely orderable,25165,600,424,34,13,33,2,472,0,0,0,0,0,1
240,18,7,3391.145,20,3.99,249.99,1288.23,5,3.99,249.99,308.96,5,y,completely orderable,25166,2800,522,267,10,43,2,246,1,2.174424,2.174424,2.174424,2.174424,1
241,18,7,1280.509,23,9.99,79.95,917.04,2,69.95,79.95,149.9,?,y,completely orderable,25167,1600,525,54,8,52,2,25,1,0,0,0,0,1
242,18,7,2688.197,41,8.99,10.99,79.92,2,9.99,9.99,19.98,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
243,18,7,1053.637,3,74.99,99.99,274.97,1,99.99,99.99,99.99,1,y,completely orderable,25168,2500,545,340,3,53,2,117,0,0,0,0,0,0
244,18,7,582.063,6,39.99,469.99,1119.94,3,39.99,469.99,559.97,1,y,completely orderable,25169,2900,535,67,68,38,1,162,1,0,0,0,0,0
245,18,7,3886.716,80,3,59.95,1233.78,3,7,59.95,76.95,5,y,completely orderable,25170,25000,521,221,82,70,1,6,1,698.5002768166,698.5002768166,698.5002768166,698.5002768166,1
246,18,7,2458.121,22,79.99,999,10410.92,3,79.99,799,1428.98,5,y,completely orderable,?,?,?,?,?,?,?,?,1,49088.8888888889,49088.8888888889,49088.8888888889,49088.8888888889,0
247,18,7,842.748,9,29.99,59.95,299.87,2,29.99,29.99,59.98,?,y,completely orderable,25171,800,515,279,7,50,2,421,1,0,0,0,0,1
248,18,7,11200.13,83,8.99,69.99,1016.59,3,19.99,24.99,64.97,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
249,18,7,1229.538,4,15.95,29.99,105.92,1,29.99,29.99,29.99,?,y,completely orderable,25172,600,434,46,41,39,1,10,0,0,0,0,0,1
250,18,7,771.255,32,14.99,29.99,617.69,10,14.99,29.99,199.9,2,y,completely orderable,25173,300,443,79,1,32,2,68,1,0,0,0,0,1
251,18,7,255.13,4,39.95,39.99,159.92,1,39.99,39.99,39.99,?,y,completely orderable,25174,2300,524,47,4,43,2,158,0,0,0,0,0,1
252,18,7,398.213,6,10.99,79.99,188.94,6,10.99,79.99,188.94,5,y,completely orderable,25175,4000,80,224,1,49,1,42,1,0,0,0,0,1
253,18,7,5014.448,24,14.99,999.99,2047.36,3,15.99,59.95,135.89,?,y,completely orderable,25176,800,512,49,1,51,2,79,1,128.1748,128.1748,128.1748,128.1748,1
254,18,7,289.367,8,19.99,49.99,309.92,3,19.99,49.99,119.97,?,y,completely orderable,?,?,?,?,?,?,?,?,1,200,200,200,200,1
255,18,7,1241.052,28,5,39.99,233.82,5,9.99,17.99,57.95,5,y,completely orderable,25177,600,614,263,5,49,2,72,1,0,0,0,0,1
256,18,7,2355.24,12,22.99,399.99,1088.88,4,22.99,399.99,482.96,5,y,completely orderable,25178,2500,514,204,6,51,2,21,1,0,0,0,0,1
257,18,7,164.226,2,29.99,29.99,59.98,1,29.99,29.99,29.99,5,y,completely orderable,25179,4000,524,223,19,46,1,31,0,0,0,0,0,1
258,18,7,2856.201,25,3.99,19.99,205.32,2,3.99,17.99,21.98,1,y,completely orderable,9404,6200,542,110,13,38,2,9,1,27.2222222222,27.2222222222,27.2222222222,27.2222222222,1
259,18,7,10983.615,81,4.99,199.99,1406.32,5,4.99,17.99,51.88,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0.93083904,0.93083904,0.93083904,0.93083904,1
260,18,7,4269.195,57,3.95,19.99,589.88,8,6.99,15.95,87.84,?,y,completely orderable,25180,300,586,6,2,32,1,189,1,0.4438555556,0.4438555556,0.4438555556,0.4438555556,1
261,18,7,1778.698,51,9.99,34.99,1084.61,7,9.99,20,94.95,5,y,completely orderable,25181,3000,557,223,9,57,2,22,1,11.2116805556,11.2116805556,11.2116805556,11.2116805556,1
262,18,7,1732.774,24,18.99,649.99,3921.91,5,18.99,591,946.97,5,y,completely orderable,?,?,?,?,?,?,?,?,1,39619.0514454082,39619.0514454082,39619.0514454082,39619.0514454082,1
263,18,7,218.247,3,3.99,14.99,28.97,3,3.99,14.99,28.97,?,y,completely orderable,25182,600,519,62,4,51,1,210,1,0,0,0,0,1
264,18,7,917.894,4,4.99,17.99,58.96,2,17.99,17.99,35.98,?,y,completely orderable,25183,1000,600,68,2,58,2,56,1,0,0,0,0,1
265,18,7,126.519,3,39.99,39.99,79.98,1,39.99,39.99,39.99,5,y,completely orderable,25184,1700,522,221,16,44,2,62,0,0,0,0,0,1
266,19,7,254.002,14,8.99,9.99,136.86,2,8.99,9.99,18.98,5,y,completely orderable,25185,4000,525,321,5,54,2,175,1,0.1388888889,0.1388888889,0.1388888889,0.1388888889,1
267,19,7,3673.11,200,2.99,1599.99,3308.7,7,3,9.99,50.92,1,y,completely orderable,25186,200,499,9,6,52,1,141,1,0,0,0,0,1
268,19,7,1580.488,15,9.99,69.99,589.85,2,44.99,49.99,94.98,?,y,completely orderable,25187,800,70,27,0,45,2,32,1,2.734375,2.734375,2.734375,2.734375,1
269,19,7,11572.542,163,4.9,119.99,3607.66,22,4.9,119.99,610.63,3,y,completely orderable,?,?,?,?,?,?,?,?,1,44.13200775,44.13200775,44.13200775,44.13200775,0
270,19,7,1133.246,34,14.99,49.95,945.26,3,19.99,24.99,64.97,?,y,completely orderable,25188,1200,526,14,12,24,2,231,1,2.734375,2.734375,2.734375,2.734375,1
271,19,7,1471.381,31,13.99,59.99,1026.69,7,13.99,54.99,243.93,?,y,completely orderable,25189,300,571,220,5,50,2,140,1,20.3724489796,20.3724489796,20.3724489796,20.3724489796,1
272,19,7,806.851,35,5,64.99,842.35,6,9.99,59.99,145.9,?,y,completely orderable,25190,600,510,14,1,48,2,215,1,219.196544,219.196544,219.196544,219.196544,1
273,19,7,65.39,3,4.99,4.99,9.98,1,4.99,4.99,4.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
274,19,7,832.783,15,9.99,19.99,180.86,1,9.99,9.99,9.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
275,19,7,3783.269,20,19,139.95,2314.33,1,99.99,99.99,99.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
276,19,7,1162.83,32,4,499.99,1007.7,4,6.99,39.99,76.96,5,y,completely orderable,25191,600,581,122,5,58,1,115,1,117.859375,117.859375,117.859375,117.859375,1
277,19,7,1563.853,8,5.95,14.99,41.88,2,5.95,14.99,20.94,5,y,completely orderable,?,?,?,?,?,?,?,?,1,8.0712691358,8.0712691358,8.0712691358,8.0712691358,1
278,19,7,355.873,15,19.99,24.99,309.86,3,19.99,24.99,69.97,?,y,completely orderable,25192,1800,567,324,8,49,2,122,1,3.2544378698,3.2544378698,3.2544378698,3.2544378698,1
279,19,7,510.923,19,9.99,49.99,388.83,7,9.99,49.99,132.94,5,y,completely orderable,25193,4000,594,191,7,49,2,30,1,23.4375,23.4375,23.4375,23.4375,1
280,19,7,1673.879,18,39.99,89.99,1329.78,1,89.99,89.99,89.99,?,y,completely orderable,25194,600,521,38,14,41,2,153,0,0,0,0,0,1
281,19,7,94.818,4,9.99,9.99,19.98,1,9.99,9.99,9.99,?,?,?,25195,300,488,128,5,48,2,18,0,0,0,0,0,0
282,19,7,994.523,15,19.99,19.99,299.85,1,19.99,19.99,19.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
283,19,7,4151.929,160,1,14.99,1432.71,18,3,14.99,198.92,?,y,completely orderable,?,?,?,?,?,?,?,?,1,15.8697243856,15.8697243856,15.8697243856,15.8697243856,1
284,19,7,299.603,6,169.99,389.99,1519.94,2,169.99,259.99,429.98,?,?,?,25196,500,404,2,1,22,2,48,1,2025,2025,2025,2025,0
285,19,7,2795.92,13,14.99,24.99,263.87,4,14.99,24.99,82.96,?,y,completely orderable,25197,2000,404,378,5,39,1,59,1,9.7222222222,9.7222222222,9.7222222222,9.7222222222,1
286,19,7,256.412,6,699.99,1099.99,3799.96,1,1099.99,1099.99,1099.99,1,y,completely orderable,1107,600,436,39,16,71,2,19,0,0,0,0,0,0
287,19,7,1945.139,29,12.99,349.99,1028.65,3,34.99,49.95,119.93,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
288,19,7,1804.612,18,7.99,8.99,149.82,8,7.99,8.99,65.92,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0.0344387755,0.0344387755,0.0344387755,0.0344387755,1
289,19,7,1971.512,14,3.99,12.99,141.87,4,3.99,12.99,26.97,1,y,?,25198,600,543,21,3,24,2,10,1,0,0,0,0,0
290,19,7,236.679,8,2.95,26.95,104.76,1,9.99,9.99,9.99,?,?,?,25199,1500,439,72,38,24,2,27,0,0,0,0,0,0
291,19,7,3.636,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
292,19,7,1236.355,58,2.99,2399.99,7957.63,1,4.99,4.99,4.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
293,19,7,9.172,2,28.99,28.99,57.98,1,28.99,28.99,28.99,?,?,?,25200,4000,555,344,5,72,2,48,0,0,0,0,0,0
294,19,7,1497.363,53,7,29.99,757.52,10,7,29.99,151.91,?,y,completely orderable,25201,300,528,1,2,23,2,27,1,34.1960454082,34.1960454082,34.1960454082,34.1960454082,1
295,19,7,241.907,3,49.99,49.99,149.97,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
296,19,7,0,1,?,?,?,1,?,?,?,?,?,?,25202,2300,434,71,35,28,1,7,0,0,0,0,0,0
297,19,7,461.965,4,19.99,99.99,179.96,4,19.99,99.99,179.96,5,y,completely orderable,?,?,?,?,?,?,?,?,1,16,16,16,16,1
298,19,7,1672.99,53,4.99,89.99,748.11,7,4.99,39.99,137.66,?,y,completely orderable,25203,600,567,13,9,29,2,17,1,50.2793785124,50.2793785124,50.2793785124,50.2793785124,1
299,19,7,30.092,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
300,19,7,391.664,8,29.99,34.99,244.92,2,29.99,29.99,59.98,?,y,completely orderable,25204,600,506,9,2,42,2,66,1,1.26217744835362E-29,1.26217744835362E-29,1.26217744835362E-29,1.26217744835362E-29,1
301,19,7,870.918,9,3.99,29.99,125.91,2,3.99,3.99,7.98,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
302,19,7,111.438,3,64.99,64.99,194.97,1,64.99,64.99,64.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
303,19,7,1031.537,12,12.99,19.99,185.89,6,12.99,19.99,107.94,?,y,completely orderable,25205,800,522,56,20,32,2,6,1,5.2653061224,5.2653061224,5.2653061224,5.2653061224,1
304,19,7,361.48,5,799.99,799.99,1599.98,1,799.99,799.99,799.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
305,19,7,283.317,5,34.99,39.99,189.95,1,34.99,34.99,34.99,5,y,completely orderable,25206,4000,543,191,9,74,2,213,0,0,0,0,0,1
306,19,7,1306.972,40,9.99,34.96,813.53,6,17.99,19.99,115.94,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
307,19,7,887.85,8,9.99,29.9,164.47,0,?,?,?,?,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
308,19,7,10073.26,91,4.99,34.99,1287.16,11,7.99,34.99,161.89,1,y,completely orderable,25207,600,70,10,1,36,2,318,1,7.88860905221012E-31,7.88860905221012E-31,7.88860905221012E-31,7.88860905221012E-31,0
309,19,7,1167.087,18,25.95,29.95,475.1,2,25.95,25.95,51.9,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
310,19,7,822.07,9,29.99,49.99,389.91,5,29.99,49.99,209.95,?,y,completely orderable,25208,900,70,71,1,42,2,11,1,41.5224913495,41.5224913495,41.5224913495,41.5224913495,1
311,19,7,992.292,19,19.99,59.99,459.8,4,19.99,49.99,109.96,?,?,?,?,?,?,?,?,?,?,?,1,110.2040816327,110.2040816327,110.2040816327,110.2040816327,0
312,19,7,861.151,9,14.9,279,478.74,0,?,?,?,5,y,completely orderable,25209,4600,534,409,9,58,2,6,0,0,0,0,0,1
313,19,7,3212.762,80,1,949.99,2875.4,5,3,29.99,71.97,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
314,19,7,708.241,13,8.99,69.99,239.79,1,8.99,8.99,8.99,?,?,?,25210,500,491,25,4,38,2,9,0,0,0,0,0,0
315,19,7,734.499,7,14.99,59.95,212.9,1,59.95,59.95,59.95,?,y,completely orderable,25211,4000,70,38,1,41,2,380,0,0,0,0,0,1
316,19,7,1131.075,17,19.9,39.99,509.65,1,29.99,29.99,29.99,1,y,completely orderable,25212,600,70,223,1,53,2,355,0,0,0,0,0,0
317,19,7,1410.718,40,7.99,14.99,422.6,3,9.99,9.99,29.97,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
318,19,7,2051.831,21,19.99,549.99,3379.8,1,179.99,179.99,179.99,5,y,completely orderable,25213,7500,524,356,14,55,2,7,0,0,0,0,0,1
319,19,7,558.472,10,12.99,29.99,163.9,3,12.99,29.99,72.97,?,y,completely orderable,25214,4000,533,122,8,41,2,33,1,50.7541322314,50.7541322314,50.7541322314,50.7541322314,1
320,19,7,8.189,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
321,19,7,1149.556,35,5,21,368.74,5,6.95,12.99,46.93,1,y,completely orderable,25215,200,70,146,0,46,2,33,1,0.0004320988,0.0004320988,0.0004320988,0.0004320988,0
322,19,7,1081.729,5,29.99,29.99,149.95,1,29.99,29.99,29.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
323,19,7,1215.898,49,8.99,39.99,1034.07,12,9,39.99,246.85,?,y,completely orderable,25216,4000,70,148,1,62,2,392,1,3.2890484375,3.2890484375,3.2890484375,3.2890484375,1
324,19,7,510.137,16,3.99,29.99,237.84,6,3.99,29.99,83.94,?,y,completely orderable,25217,4000,587,95,10,40,2,31,1,17.1404958678,17.1404958678,17.1404958678,17.1404958678,1
325,19,7,2099.446,31,9.99,89.99,909.79,3,39.99,69.99,149.97,5,y,completely orderable,?,?,?,?,?,?,?,?,1,47.2222222222,47.2222222222,47.2222222222,47.2222222222,1
326,19,7,1739.882,21,3.99,39.95,359.06,6,3.99,19.99,72.96,?,y,completely orderable,?,?,?,?,?,?,?,?,1,16.2317621928,16.2317621928,16.2317621928,16.2317621928,1
327,19,7,1533.146,34,9.99,24.99,597.66,11,9.99,24.99,185.89,5,y,completely orderable,25218,600,511,221,10,40,1,173,1,0,0,0,0,1
328,19,7,136.854,9,19.99,19.99,159.92,2,19.99,19.99,39.98,2,y,completely orderable,25219,4000,531,223,4,59,2,7,1,0,0,0,0,0
